Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp
Le Marlowe,"1 Pl. St Vincent, 44000 Nantes",1 Pl. St Vincent,44000 Nantes,"Ночной клуб,Диско-клуб",02 40 48 47 65,"02 40 48 47 65, +33 2 40 48 47 65",YES,724,3.3,"https://search.google.com/local/reviews?placeid=ChIJN2sjaaTuBUgRv3BtZ4YLhrY&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=13152212433670860991,47.2174303,-1.5532887,https://le-marlowe.eatbu.com/?lang=fr,le-marlowe.eatbu.com,"четверг:[22:00–00:00], пятница:[00:00–04:00], суббота:[00:00–07:00], воскресенье:[00:00–07:00], понедельник:[Закрыто], вторник:[Закрыто], среда:[Закрыто]",https://lh5.googleusercontent.com/p/AF1QipOR6jjfpNcQ76LcRScsYHYddt6qQPtFil2n9piv=w80-h106-k-no,13152212433670860991,ChIJN2sjaaTuBUgRv3BtZ4YLhrY,/g/1thlmg3g,8CVW6C8W+XM,https://www.google.com/search?kgmid=/g/1thlmg3g,,"{""yelp"":""https://www.yelp.com/biz/le-marlowe-nantes-2"",""facebook"":""https://www.facebook.com/lemarloweofficiel/"",""instagram"":""https://www.instagram.com/le_marlowe_officiel""}",https://www.facebook.com/lemarloweofficiel/,https://www.instagram.com/le_marlowe_officiel,,https://www.yelp.com/biz/le-marlowe-nantes-2
Blue Club,"13 Rue Mathelin Rodier, 44000 Nantes",13 Rue Mathelin Rodier,44000 Nantes,Клуб для взрослых,02 40 47 60 46,"02 40 47 60 46, +33 2 40 47 60 46",YES,82,4.5,"https://search.google.com/local/reviews?placeid=ChIJXYjz4yfvBUgRZuvWHnDapDo&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=4225742525468961638,47.2174013,-1.5506769999999999,http://bluenantes.club/,bluenantes.club,"среда:[23:00–05:00], четверг:[23:00–05:00], пятница:[23:00–05:00], суббота:[23:00–05:00], воскресенье:[Закрыто], понедельник:[Закрыто], вторник:[23:00–05:00]",https://lh5.googleusercontent.com/p/AF1QipOCBGa7ivlwOonUNjpCayVL6oBa_jRtFZ6nC77Q=w122-h92-k-no,4225742525468961638,ChIJXYjz4yfvBUgRZuvWHnDapDo,/g/11tf_jr_yw,8CVW6C8X+XP,https://www.google.com/search?kgmid=/g/11tf_jr_yw,"Contact@bluenantes.fr,contact@bluenantes.club","{""instagram"":""https://www.instagram.com/blueclub.nantes/p/crje_0xsqqa/"",""facebook"":""https://www.facebook.com/blueclub.nantes/posts/nos-danseuses-de-la-semaine-%ef%b8%8f-du-mardi-au-samedi-de-22-h-%c3%a0-5-h-0240476046-13-rue/158038997023262/""}",https://www.facebook.com/blueclub.nantes/posts/nos-danseuses-de-la-semaine-%ef%b8%8f-du-mardi-au-samedi-de-22-h-%c3%a0-5-h-0240476046-13-rue/158038997023262/,https://www.instagram.com/blueclub.nantes/p/crje_0xsqqa/,,
L'Etoile Private Club | Graslin,"1 Rue Buffon, 44000 Nantes",1 Rue Buffon,44000 Nantes,"Ночной клуб,Бар",06 33 66 87 36,"06 33 66 87 36, +33 6 33 66 87 36",YES,57,3.5,"https://search.google.com/local/reviews?placeid=ChIJG0uNwhzsBUgRpoV6Y94i1UY&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=5104024091241383334,47.214490999999995,-1.5636508999999998,,,"четверг:[23:30–00:00], пятница:[00:00–06:00], суббота:[00:00–06:00], воскресенье:[00:00–06:00], понедельник:[Закрыто], вторник:[Закрыто], среда:[Закрыто]",https://lh5.googleusercontent.com/p/AF1QipMwDFO9vgJdbiaig1NxldO2jTNv2CwgKnYQFvug=w128-h92-k-no,5104024091241383334,ChIJG0uNwhzsBUgRpoV6Y94i1UY,/g/11mx5h_y4z,8CVW6C7P+QG,https://www.google.com/search?kgmid=/g/11mx5h_y4z,,"{""facebook"":""https://www.facebook.com/marioon.ph.7/posts/10232121060360863"",""instagram"":""https://www.instagram.com/letoilegraslin/"",""linkedin"":""https://www.linkedin.com/company/l-etoile-private-club-graslin""}",https://www.facebook.com/marioon.ph.7/posts/10232121060360863,https://www.instagram.com/letoilegraslin/,,
NIGHT L / Tb bar bouffay,"11 All. du Port Maillard, 44000 Nantes",11 All. du Port Maillard,44000 Nantes,"Бар,Ресторан",DJDkZ8r9FIjX7M8Pjp3FmQM,,YES,452,4.1,"https://search.google.com/local/reviews?placeid=ChIJPRYsC6XuBUgRyMAlEOmmlGY&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=7391716408350326984,47.214881899999995,-1.5519697,,,"среда:[10:00–02:00], четверг:[10:00–02:00], пятница:[10:00–02:00], суббота:[10:00–02:00], воскресенье:[10:00–02:00], понедельник:[10:00–02:00], вторник:[10:00–02:00]",https://lh5.googleusercontent.com/p/AF1QipMPK8LXJMmoMFNsOxtHTf9K2VQUP4mdwEYdSHMR=w122-h92-k-no,7391716408350326984,ChIJPRYsC6XuBUgRyMAlEOmmlGY,/g/1tds625b,8CVW6C7X+X6,https://www.google.com/search?kgmid=/g/1tds625b,,"{""facebook"":""https://www.facebook.com/nightlnantes.nantes/"",""instagram"":""https://www.instagram.com/nightlnantes/""}",https://www.facebook.com/nightlnantes.nantes/,https://www.instagram.com/nightlnantes/,,
Le Floride,"4 Rue St Domingue, 44200 Nantes",4 Rue St Domingue,44200 Nantes,"Ночной клуб,Бар",02 40 47 66 80,"02 40 47 66 80, +33 2 40 47 66 80",NO,103,3.9,"https://search.google.com/local/reviews?placeid=ChIJuSSrMPjrBUgR0rGCQ95yV0w&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=5500991768797295058,47.200537499999996,-1.5719458,https://www.le-floride-nantes.fr/,le-floride-nantes.fr,"четверг:[23:30–00:00], пятница:[00:00–07:00], суббота:[00:00–07:00], воскресенье:[00:00–07:00], понедельник:[Закрыто], вторник:[Закрыто], среда:[Закрыто]",https://lh5.googleusercontent.com/p/AF1QipN5fiNOzdwQHXUTtLVO67TpN0fDBUHbN7_aIyAP=w122-h92-k-no,5500991768797295058,ChIJuSSrMPjrBUgR0rGCQ95yV0w,/g/1td602vf,8CVW6C2H+66,https://www.google.com/search?kgmid=/g/1td602vf,abitbolvictor44@orange.fr,"{""instagram"":""https://www.instagram.com/wix"",""facebook"":""https://www.facebook.com/lefloridenantes/"",""yelp"":""https://www.yelp.com/biz/le-floride-nantes""}",https://www.facebook.com/lefloridenantes/,https://www.instagram.com/wix,,https://www.yelp.com/biz/le-floride-nantes
Discothèque Le Foride Club Live,"6 Rue St Domingue, 44200 Nantes",6 Rue St Domingue,44200 Nantes,Ночной клуб,DJDkZ8r9FIjX7M8Pjp3FmQM,,NO,1,5,"https://search.google.com/local/reviews?placeid=ChIJOdbfBPfrBUgR75A3chyWcto&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=15740808696532799727,47.2005163,-1.5719364,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZxXdzPZXDxrtUfYjD5hZlQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=125.75842&pitch=0&thumbfov=100,15740808696532799727,ChIJOdbfBPfrBUgR75A3chyWcto,/g/11c1t14pc9,8CVW6C2H+66,https://www.google.com/search?kgmid=/g/11c1t14pc9,,"{""facebook"":""https://www.facebook.com/lefloridenantes/""}",https://www.facebook.com/lefloridenantes/,,,
AE Đông Lào - Nam Thiên Triều,"16 Rue de la Bleterie, 44000 Nantes",16 Rue de la Bleterie,44000 Nantes,Ночной клуб,DJDkZ8r9FIjX7M8Pjp3FmQM,,NO,5,5,"https://search.google.com/local/reviews?placeid=ChIJiS6G2aXuBUgR0BbZJVyAo5M&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=10638487878039574224,47.2152117,-1.554603,,,"четверг:[Закрыто], пятница:[Закрыто], суббота:[23:00–05:00], воскресенье:[Закрыто], понедельник:[Закрыто], вторник:[Закрыто], среда:[Закрыто]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SiRJSuquJQHY4GQCqob8kw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=84.05147&pitch=0&thumbfov=100,10638487878039574224,ChIJiS6G2aXuBUgR0BbZJVyAo5M,/g/11hbsjg5lq,8CVW6C8W+35,https://www.google.com/search?kgmid=/g/11hbsjg5lq,,,,,,
Mess - Bar 4h - Melodie en Sous Sol,"19 Rue Léon Blum, 44000 Nantes",19 Rue Léon Blum,44000 Nantes,"Ночной клуб,Бар",DJDkZ8r9FIjX7M8Pjp3FmQM,,YES,110,4.4,"https://search.google.com/local/reviews?placeid=ChIJTfnEZEbvBUgRmEeTFiijB7c&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=13188689426350557080,47.2193848,-1.5549875,,,"четверг:[17:30–04:00], пятница:[17:30–04:00], суббота:[17:30–04:00], воскресенье:[16:30–23:00], понедельник:[Закрыто], вторник:[17:30–00:00], среда:[17:30–00:00]",https://lh5.googleusercontent.com/p/AF1QipMLI4O5TeEd9dSaGfO8tHOjzo94u1kLdRPPxeg8=w80-h106-k-no,13188689426350557080,ChIJTfnEZEbvBUgRmEeTFiijB7c,/g/11nmpnmgnx,8CVW6C9W+Q2,https://www.google.com/search?kgmid=/g/11nmpnmgnx,,"{""facebook"":""https://www.facebook.com/mess.melodieensoussol/"",""instagram"":""https://www.instagram.com/le_mess_nantes/""}",https://www.facebook.com/mess.melodieensoussol/,https://www.instagram.com/le_mess_nantes/,,
Le Dock Yard,"Quai des Antilles, 44200 Nantes",Quai des Antilles,44200 Nantes,"Ирландский паб,Бар,Ресторан-пивоварня,Коктейль-бар,Кофейня,Комедийный клуб,Диско-клуб,Бар с живой музыкой,Паб,Спорт-бар",02 51 82 87 92,"02 51 82 87 92, +33 2 51 82 87 92",YES,1113,4.1,"https://search.google.com/local/reviews?placeid=ChIJLWrCS_brBUgR02STD-iAdTQ&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=3780069196429485267,47.2001127,-1.5740454,https://www.facebook.com/ledockyard/,facebook.com,"среда:[16:00–01:00], четверг:[15:00–03:30], пятница:[15:00–03:30], суббота:[14:00–03:30], воскресенье:[14:00–23:00], понедельник:[17:00–01:00], вторник:[17:00–00:00]",https://lh5.googleusercontent.com/p/AF1QipNIcB-JbXU2od-52YTt6W99EakXlzw9VUKeHFqX=w122-h92-k-no,3780069196429485267,ChIJLWrCS_brBUgR02STD-iAdTQ,/g/11b6dhyb3s,8CVW6C2G+29,https://www.google.com/search?kgmid=/g/11b6dhyb3s,,"{""yelp"":""https://www.yelp.com/biz/le-dock-yard-nantes-3"",""facebook"":""https://www.facebook.com/ledockyard/"",""youtube"":""https://www.youtube.com/user/sodockyard""}",https://www.facebook.com/ledockyard/,,,https://www.yelp.com/biz/le-dock-yard-nantes-3
The Ball Pop ',"91 Rte de Vannes, 44800 Saint-Herblain",91 Rte de Vannes,44800 Saint-Herblain,"Бар,Диско-клуб,Бар с живой музыкой",06 43 78 72 57,"06 43 78 72 57, +33 6 43 78 72 57",YES,563,4.3,"https://search.google.com/local/reviews?placeid=ChIJb4rgpEnsBUgRGwpoAnEhvz8&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=4593426914196589083,47.235901,-1.5840535999999998,http://www.lebalpop.fr/,lebalpop.fr,"четверг:[20:00–01:00], пятница:[22:00–04:00], суббота:[22:00–04:00], воскресенье:[Закрыто], понедельник:[Закрыто], вторник:[Закрыто], среда:[Закрыто]",https://lh5.googleusercontent.com/p/AF1QipMSIJ4tkuhtGuC3afFnRvaCOBM-SYcsJNMxZs0N=w141-h92-k-no,4593426914196589083,ChIJb4rgpEnsBUgRGwpoAnEhvz8,/g/11c6lx6h1y,8CVW6CP8+99,https://www.google.com/search?kgmid=/g/11c6lx6h1y,,"{""facebook"":""https://www.facebook.com/permalink.php?story_fbid=278663738657903&id=100095428367595"",""instagram"":""https://www.instagram.com/p/dgipxixopkm/"",""yelp"":""https://www.yelp.com/biz/le-bal-pop-saint-herblain""}",https://www.facebook.com/permalink.php?story_fbid=278663738657903&id=100095428367595,https://www.instagram.com/p/dgipxixopkm/,,https://www.yelp.com/biz/le-bal-pop-saint-herblain
Drink Club,"72 Quai de la Fosse, 44000 Nantes",72 Quai de la Fosse,44000 Nantes,"Бар,Ресторан африканской кухни,Коктейль-бар,Винный бар",rJDkZ8bXDJrX7M8P6uLYyQw,,YES,78,3.9,"https://search.google.com/local/reviews?placeid=ChIJn3AkPgTsBUgRA-xmwPxaEl8&q=night+club+in+Nantes,+France&authuser=0&hl=ru&gl=FR",https://www.google.com/maps?cid=6850638024790174723,47.2094592,-1.5664045,,,"среда:[10:00–02:00], четверг:[10:00–02:00], пятница:[10:00–02:00], суббота:[10:00–02:00], воскресенье:[Закрыто], понедельник:[10:00–02:00], вторник:[10:00–02:00]",https://lh5.googleusercontent.com/p/AF1QipN5lfh_V2ySbe9WANM2eZcunTEzNMuLnLtyH8e9=w80-h106-k-no,6850638024790174723,ChIJn3AkPgTsBUgRA-xmwPxaEl8,/g/11dxlbxyqj,8CVW6C5M+QC,https://www.google.com/search?kgmid=/g/11dxlbxyqj,,"{""facebook"":""https://www.facebook.com/drinkclub44/""}",https://www.facebook.com/drinkclub44/,,,
L'Observatoire,"9 Rue du Vieil Hôpital, 44000 Nantes",9 Rue du Vieil Hôpital,44000 Nantes,Ночной клуб,rJDkZ8bXDJrX7M8P6uLYyQw,,NO,,,,https://www.google.com/maps?cid=9442625702739205402,47.214708699999996,-1.5551713,,,"четверг:[24 часа в сутки], пятница:[24 часа в сутки], суббота:[24 часа в сутки], воскресенье:[24 часа в сутки], понедельник:[24 часа в сутки], вторник:[24 часа в сутки], среда:[24 часа в сутки]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ys_mHirkWPIQVfZDMBqjdw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=318.21545&pitch=0&thumbfov=100,9442625702739205402,ChIJk7ppOwDvBUgRGl2-JgzyCoM,/g/11w2j71_vk,8CVW6C7V+VW,https://www.google.com/search?kgmid=/g/11w2j71_vk,,"{""yelp"":""https://www.yelp.com/biz/l-%c3%a9picerie-nantes""}",,,,https://www.yelp.com/biz/l-%c3%a9picerie-nantes
